"Bee_Species","SiteRepSeason","bees","Taxa_kingdom","Taxa_phylum","Taxa_class","Taxa_order","Taxa_family","Taxa_genus","Taxa_species","updated_bee_species","site","rep","season","year"
"APMESHUMF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APMESHUM","S","1","FA","2009"
"APMESMENF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APMESMEN","S","1","FA","2009"
"APMESPARF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","paroselae","APMESPAR","S","1","FA","2009"
"APMESSUBF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","subagilis","APMESSUB","S","1","FA","2009"
"APMESTHEF","S1FA09",6,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","thelypodii_thelypodii","APMESTHE","S","1","FA","2009"
"APMESTRIF","S1FA09",10,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","tristis","APMESTRI","S","1","FA","2009"
"APMESTRIM","S1FA09",1,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APMESTRIM","S","1","FA","2009"
"APMESVERF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","verbesinarum","APMESVER","S","1","FA","2009"
"APNEOVIGF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Neolarra","vigilans","APNEOVIG","S","1","FA","2009"
"APNOM001F","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Nomada","(Micronomada)001","APNOM001","S","1","FA","2009"
"APPEPPRU","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APPEPPRU","S","1","FA","2009"
"APSVAHELF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Svastra","helianthelli","APSVAHEL","S","1","FA","2009"
"APSVAMACF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Svastra","machaerantherae","APSVAMAC","S","1","FA","2009"
"APSVAOBLF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Svastra","obliqua","APSVAOBL","S","1","FA","2009"
"APTETALBF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APTETALB","S","1","FA","2009"
"APTETSPIF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APTETSPI","S","1","FA","2009"
"APXYLCALF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Xylocopa","californica","APXYLCAL","S","1","FA","2009"
"COHYLMESF","S1FA09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","COLLETIDAE","Hylaeus","mesillae_mesillae","COHYLMES","S","1","FA","2009"
"HAHALTRIF","S1SP10",3,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Halictus","tripartitus","HAHALTRI","S","1","SP","2010"
"HAAGAANGF","S1SP10",9,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Agapostemon","angelicus","HAAGAANG","S","1","SP","2010"
"HAAGAFEMF","S1SP10",11,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HAAGAFEM","S","1","SP","2010"
"HAAGAMELF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Agapostemon","melliventris","HAAGAMEL","S","1","SP","2010"
"HAAGASPLF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HAAGASPL","S","1","SP","2010"
"HAAUGAURF","S1SP10",1,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HAAUGAUR","S","1","SP","2010"
"HADUFMARF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HADUFMAR","S","1","SP","2010"
"HADUF001F","S1SP10",1,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HADUF001","S","1","SP","2010"
"HAHALCONF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HAHALCON","S","1","SP","2010"
"HAHALLIGF","S1SP10",2,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Halictus","ligatus","HAHALLIG","S","1","SP","2010"
"HAHALPARF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HAHALPAR","S","1","SP","2010"
"HALASPRUF","S1SP10",12,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Lasioglossum","pruinosiformis","HALASPRU","S","1","SP","2010"
"HALASCOAF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASCOA","S","1","SP","2010"
"HALASHUDF","S1SP10",1,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASHUD","S","1","SP","2010"
"HALASPARF","S1SP10",1,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASPAR","S","1","SP","2010"
"HALASPERF","S1SP10",2,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASPER","S","1","SP","2010"
"HALASPOTF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Lasioglossum","potosi","HALASPOT","S","1","SP","2010"
"HALASSISF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Lasioglossum","sisymbrii","HALASSIS","S","1","SP","2010"
"HALAS00CF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS00C","S","1","SP","2010"
"HALAS007F","S1SP10",1,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS007","S","1","SP","2010"
"HALAS012F","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS012","S","1","SP","2010"
"HALAS015F","S1SP10",2,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS015","S","1","SP","2010"
"HALAS017F","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS017","S","1","SP","2010"
"HALAS018F","S1SP10",2,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS018","S","1","SP","2010"
"HALAS019F","S1SP10",1,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS019","S","1","SP","2010"
"HALAS020F","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS020","S","1","SP","2010"
"HALAS021F","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS021","S","1","SP","2010"
"HALASODDF","S1SP10",1,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASODD","S","1","SP","2010"
"HALASEV1F","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Lasioglossum","(Evylaeus)001","HALASEV1","S","1","SP","2010"
"HALASEV2F","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Lasioglossum","(Evylaeus)002","HALASEV2","S","1","SP","2010"
"HALASEV3F","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASEV3","S","1","SP","2010"
"HALASEV4F","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASEV4","S","1","SP","2010"
"HALASEV5F","S1SP10",3,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASEV5","S","1","SP","2010"
"HALASEV6F","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASEV6","S","1","SP","2010"
"HALASNOCF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASNOC","S","1","SP","2010"
"HANOMTRIF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HANOMTRI","S","1","SP","2010"
"HASPH001F","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Sphecodes","1","HASPH001","S","1","SP","2010"
"HASPH002F","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Sphecodes","2","HASPH002","S","1","SP","2010"
"MEANTEMAF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Anthidium","emarginatum","MEANTEMA","S","1","SP","2010"
"MEANTPORF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Anthidium","porterae","MEANTPOR","S","1","SP","2010"
"MEASHBIGF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Ashmeadiella","bigeloveae","MEASHBIG","S","1","SP","2010"
"MEASHMELF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Ashmeadiella","meliloti","MEASHMEL","S","1","SP","2010"
"MEDIACURF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"MEDIACUR","S","1","SP","2010"
"MEDIAIMPF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Dianthidium","implicatum","MEDIAIMP","S","1","SP","2010"
"MEDIOPACF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Dioxys","pacificus","MEDIOPAC","S","1","SP","2010"
"MEDIOPOMF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"MEDIOPOM","S","1","SP","2010"
"MEHOP003F","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"MEHOP003","S","1","SP","2010"
"MELITAPIF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Lithurge","apicalis","MELITAPI","S","1","SP","2010"
"MEMEGSIDF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"MEMEGSID","S","1","SP","2010"
"MEMEGUMAF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"MEMEGUMA","S","1","SP","2010"
"MEOSMCERF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Osmia","cerasi","MEOSMCER","S","1","SP","2010"
"MEOSMLATF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Osmia","latisulcata","MEOSMLAT","S","1","SP","2010"
"MEOSMLIOF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Osmia","liogastra","MEOSMLIO","S","1","SP","2010"
"MEOSMPRUF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Osmia","prunorum","MEOSMPRU","S","1","SP","2010"
"MEOSMTITF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Osmia","titusi","MEOSMTIT","S","1","SP","2010"
"MEOSMWATF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Osmia","watsoni","MEOSMWAT","S","1","SP","2010"
"ANANDCAPF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANANDCAP","S","1","SP","2010"
"ANANDCREF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANANDCRE","S","1","SP","2010"
"ANANDHELF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANANDHEL","S","1","SP","2010"
"ANANDILLF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANANDILL","S","1","SP","2010"
"ANANDMON","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANANDMON","S","1","SP","2010"
"ANANDPRFF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Andrena","primulifrons","ANANDPRF","S","1","SP","2010"
"ANANDPRIF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Andrena","prima","ANANDPRI","S","1","SP","2010"
"ANHETPERF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANHETPER","S","1","SP","2010"
"ANHET002F","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Heterosarus","2","ANHET002","S","1","SP","2010"
"ANCAL001F","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANCAL001","S","1","SP","2010"
"ANPER001F","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","1","ANPER001","S","1","SP","2010"
"ANPER002F","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","2","ANPER002","S","1","SP","2010"
"ANPER003F","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","3","ANPER003","S","1","SP","2010"
"ANPER005F","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","5","ANPER005","S","1","SP","2010"
"ANPER006F","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","new_sp_006","ANPER006","S","1","SP","2010"
"ANPER009F","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPER009","S","1","SP","2010"
"ANPER012F","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPER012","S","1","SP","2010"
"ANPER014F","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPER014","S","1","SP","2010"
"ANPER015F","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPER015","S","1","SP","2010"
"ANPER016F","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPER016","S","1","SP","2010"
"ANPER018F","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPER018","S","1","SP","2010"
"ANPERALBF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","albovittata","ANPERALB","S","1","SP","2010"
"ANPERAST","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPERAST","S","1","SP","2010"
"ANPERCALF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","callicerata","ANPERCAL","S","1","SP","2010"
"ANPERCORF","S1SP10",2,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","coreopsidis_kansensis","ANPERCOR","S","1","SP","2010"
"ANPERDOLF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPERDOL","S","1","SP","2010"
"ANPERFALF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","fallax","ANPERFAL","S","1","SP","2010"
"ANPERIGNF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","ignota_ignota","ANPERIGN","S","1","SP","2010"
"ANPERMENF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPERMEN","S","1","SP","2010"
"ANPERPULF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPERPUL","S","1","SP","2010"
"ANPERVERF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","verbesinae","ANPERVER","S","1","SP","2010"
"APANDCOMF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Athedonia","compta","APANDCOM","S","1","SP","2010"
"APANPCOMF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APANPCOM","S","1","SP","2010"
"APANTAFFF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Anthophora","affabilis","APANTAFF","S","1","SP","2010"
"APANTCALF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Anthophora","californica","APANTCAL","S","1","SP","2010"
"APANTLESF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Anthophora","lesquerellae","APANTLES","S","1","SP","2010"
"APANTMONF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Anthophora","montana","APANTMON","S","1","SP","2010"
"APANTPHEF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APANTPHE","S","1","SP","2010"
"APANTPORF","S1SP10",2,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Anthophora","porterae","APANTPOR","S","1","SP","2010"
"APAPIMELF","S1SP10",1,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Apis","mellifera","APAPIMEL","S","1","SP","2010"
"APBOMHUNF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APBOMHUN","S","1","SP","2010"
"APBOMPENF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Bombus","pensylvanicus","APBOMPEN","S","1","SP","2010"
"APCERACAF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APCERACA","S","1","SP","2010"
"APCERNANF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Ceratina","nanula","APCERNAN","S","1","SP","2010"
"APDIAAUSF","S1SP10",3,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Diadasia","australis","APDIAAUS","S","1","SP","2010"
"APDIADIMF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Diadasia","diminuta","APDIADIM","S","1","SP","2010"
"APDIAENAF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APDIAENA","S","1","SP","2010"
"APDIAMEGF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Diadasia","megamorpha","APDIAMEG","S","1","SP","2010"
"APDIAOCHF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Diadasia","ochracea","APDIAOCH","S","1","SP","2010"
"APDIARINF","S1SP10",19,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Diadasia","rinconis","APDIARIN","S","1","SP","2010"
"APDIASPHF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APDIASPH","S","1","SP","2010"
"APDIAVALF","S1SP10",1,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APDIAVAL","S","1","SP","2010"
"APEUCLYCF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Eucera","lycii","APEUCLYC","S","1","SP","2010"
"APEUCTERF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Eucera","territella","APEUCTER","S","1","SP","2010"
"APEXOSOLF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Exomalopsis","solani","APEXOSOL","S","1","SP","2010"
"APHABMORF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Habropoda","morrisoni","APHABMOR","S","1","SP","2010"
"APHABNS1F","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APHABNS1","S","1","SP","2010"
"APHOLCALF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Holcopasites","calliopsidis","APHOLCAL","S","1","SP","2010"
"APMELBOHF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melecta","bohartorum","APMELBOH","S","1","SP","2010"
"APMELPACF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melecta","pacifica","APMELPAC","S","1","SP","2010"
"APMESAGIF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","agilis","APMESAGI","S","1","SP","2010"
"APMESCOLF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APMESCOL","S","1","SP","2010"
"APMESCOMF","S1SP10",4,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","communis_communis","APMESCOM","S","1","SP","2010"
"APMESHUMF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APMESHUM","S","1","SP","2010"
"APMESMENF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APMESMEN","S","1","SP","2010"
"APMESPARF","S1SP10",5,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","paroselae","APMESPAR","S","1","SP","2010"
"APMESSUBF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","subagilis","APMESSUB","S","1","SP","2010"
"APMESTHEF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","thelypodii_thelypodii","APMESTHE","S","1","SP","2010"
"APMESTRIF","S1SP10",4,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","tristis","APMESTRI","S","1","SP","2010"
"APMESTRIM","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APMESTRIM","S","1","SP","2010"
"APMESVERF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","verbesinarum","APMESVER","S","1","SP","2010"
"APNEOVIGF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Neolarra","vigilans","APNEOVIG","S","1","SP","2010"
"APNOM001F","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Nomada","(Micronomada)001","APNOM001","S","1","SP","2010"
"APPEPPRU","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APPEPPRU","S","1","SP","2010"
"APSVAHELF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Svastra","helianthelli","APSVAHEL","S","1","SP","2010"
"APSVAMACF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Svastra","machaerantherae","APSVAMAC","S","1","SP","2010"
"APSVAOBLF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Svastra","obliqua","APSVAOBL","S","1","SP","2010"
"APTETALBF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APTETALB","S","1","SP","2010"
"APTETSPIF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APTETSPI","S","1","SP","2010"
"APXYLCALF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Xylocopa","californica","APXYLCAL","S","1","SP","2010"
"COHYLMESF","S1SP10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","COLLETIDAE","Hylaeus","mesillae_mesillae","COHYLMES","S","1","SP","2010"
"HAHALTRIF","S1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Halictus","tripartitus","HAHALTRI","S","1","FA","2010"
"HAAGAANGF","S1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Agapostemon","angelicus","HAAGAANG","S","1","FA","2010"
"HAAGAFEMF","S1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HAAGAFEM","S","1","FA","2010"
"HAAGAMELF","S1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Agapostemon","melliventris","HAAGAMEL","S","1","FA","2010"
"HAAGASPLF","S1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HAAGASPL","S","1","FA","2010"
"HAAUGAURF","S1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HAAUGAUR","S","1","FA","2010"
"HADUFMARF","S1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HADUFMAR","S","1","FA","2010"
"HADUF001F","S1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HADUF001","S","1","FA","2010"
"HAHALCONF","S1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HAHALCON","S","1","FA","2010"
"HAHALLIGF","S1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Halictus","ligatus","HAHALLIG","S","1","FA","2010"
"HAHALPARF","S1FA10",1,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HAHALPAR","S","1","FA","2010"
"HALASPRUF","S1FA10",2,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Lasioglossum","pruinosiformis","HALASPRU","S","1","FA","2010"
"HALASCOAF","S1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASCOA","S","1","FA","2010"
"HALASHUDF","S1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASHUD","S","1","FA","2010"
"HALASPARF","S1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASPAR","S","1","FA","2010"
"HALASPERF","S1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASPER","S","1","FA","2010"
"HALASPOTF","S1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Lasioglossum","potosi","HALASPOT","S","1","FA","2010"
"HALASSISF","S1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Lasioglossum","sisymbrii","HALASSIS","S","1","FA","2010"
"HALAS00CF","S1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS00C","S","1","FA","2010"
"HALAS007F","S1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS007","S","1","FA","2010"
"HALAS012F","S1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS012","S","1","FA","2010"
"HALAS015F","S1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS015","S","1","FA","2010"
"HALAS017F","S1FA10",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS017","S","1","FA","2010"
"HALAS018F","S1FA10",1,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS018","S","1","FA","2010"
